ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending,Total_Purchases,Average_Order_Value,Family_Size,Is_Parent,Campaign_Acceptance,Customer_Tenure_Days,Customer_Lifetime_Value,Days_Since_Last_Purchase,Purchase_Frequency,Age_Group,Customer_Year,Customer_Month,Customer_YearMonth,Cluster,Segment_Label,Previous_Campaign_Acceptance,Predicted_Response,Response_Probability,Top_Recommended_Category,Recommendation_Score,Personalized_AOV_Uplift_Proxy
1994,1983,Graduation,Married,51381.5,1,0,2013-11-15,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,43,19,3,6.333333333333333,3,1,0,226,19,11,0.013215859030837005,41-50,2013,11,2013-11,0,Budget Browsers,0,0,0.25416334084985165,Wines,6.5,0.325
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,50,61,5,12.2,2,0,0,593,61,59,0.008417508417508417,41-50,2012,11,2012-11,0,Budget Browsers,0,0,0.1241564176356395,Meat Products,2.5999999999999996,0.12999999999999998
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,67,1102,15,73.46666666666667,1,0,0,226,1102,82,0.06607929515418502,61-70,2013,11,2013-11,1,High-Value Loyalists,0,0,0.11019568637605705,Wines,184.35000000000002,9.217500000000001
8180,1952,Master,Divorced,59354.0,1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,74,310,12,25.833333333333332,3,1,0,226,310,53,0.05286343612334802,70+,2013,11,2013-11,2,Family-Oriented Regular Customers,0,0,0.08758865619800625,Fish Products,0.5499999999999998,0.027499999999999993
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,39,46,4,11.5,2,0,0,627,46,38,0.006369426751592357,30-40,2012,10,2012-10,0,Budget Browsers,0,1,0.5615616880398981,Wines,14.75,0.7375
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,80,1315,25,52.6,1,0,3,582,1315,23,0.04288164665523156,70+,2012,11,2012-11,1,High-Value Loyalists,2,1,0.9953520166582291,Meat Products,80.6,4.03
9736,1980,Graduation,Married,41850.0,1,1,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,46,96,6,16.0,4,1,0,552,96,51,0.0108499095840868,41-50,2012,12,2012-12,0,Budget Browsers,0,0,0.3216729259686094,No strong recommendation,0.0,0.0
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,80,317,11,28.818181818181817,2,0,0,667,317,20,0.016467065868263474,70+,2012,8,2012-08,0,Budget Browsers,0,1,0.6308995527612554,Wines,193.89999999999998,9.695
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,77,1782,24,74.25,3,1,1,458,1782,91,0.05228758169934641,70+,2013,3,2013-03,2,Family-Oriented Regular Customers,1,0,0.16471451011162705,Fish Products,32.6,1.6300000000000001
2278,1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,41,133,6,22.166666666666668,2,1,0,603,133,86,0.009933774834437087,41-50,2012,11,2012-11,0,Budget Browsers,0,0,0.21880310194845864,Wines,17.4,0.87
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,44,316,11,28.727272727272727,2,0,0,690,316,41,0.015918958031837915,41-50,2012,8,2012-08,0,Budget Browsers,0,1,0.5689983012173383,Wines,17.799999999999997,0.8899999999999999
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,47,1730,28,61.785714285714285,3,1,0,539,1730,42,0.05185185185185185,41-50,2013,1,2013-01,2,Family-Oriented Regular Customers,0,0,0.15929506889015652,Wines,250.75,12.537500000000001
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,77,972,14,69.42857142857143,3,1,1,553,972,63,0.02527075812274368,70+,2012,12,2012-12,2,Family-Oriented Regular Customers,1,1,0.6824326486734387,Gold Products,7.5,0.375
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,72,544,17,32.0,3,1,0,169,544,0,0.1,70+,2014,1,2014-01,2,Family-Oriented Regular Customers,0,0,0.20011233313214863,Wines,32.0,1.6
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,75,444,13,34.15384615384615,3,1,0,468,444,69,0.02771855010660981,70+,2013,3,2013-03,2,Family-Oriented Regular Customers,0,0,0.07427466548704718,Meat Products,33.55,1.6775
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,57,75,6,12.5,1,0,0,543,75,89,0.011029411764705883,51-60,2013,1,2013-01,0,Budget Browsers,0,0,0.23962717516884863,Wines,2.25,0.1125
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,50,257,10,25.7,4,1,0,398,257,4,0.02506265664160401,41-50,2013,5,2013-05,0,Budget Browsers,0,0,0.4634943562161025,Meat Products,5.850000000000001,0.2925000000000001
5255,1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,40,637,27,23.59259259259259,2,1,0,494,637,19,0.05454545454545454,30-40,2013,2,2013-02,2,Family-Oriented Regular Customers,0,0,0.25677516295415576,Wines,320.05,16.0025
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,37,131,7,18.714285714285715,3,1,0,394,131,26,0.017721518987341773,30-40,2013,5,2013-05,0,Budget Browsers,0,0,0.19572406131058126,Fruits,1.65,0.0825
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,61,1672,25,66.88,2,0,1,219,1672,96,0.11363636363636363,61-70,2013,11,2013-11,1,High-Value Loyalists,1,0,0.23835074761656533,Wines,47.89999999999998,2.394999999999999
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,37,30,6,5.0,1,0,0,38,30,34,0.15384615384615385,30-40,2014,5,2014-05,0,Budget Browsers,0,0,0.13719804885789044,Wines,0.40000000000000036,0.020000000000000018
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,63,318,10,31.8,2,0,0,414,318,56,0.024096385542168676,61-70,2013,5,2013-05,0,Budget Browsers,0,0,0.09305454091703831,Wines,26.30000000000001,1.3150000000000006
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,56,120,7,17.142857142857142,3,1,1,627,120,31,0.011146496815286623,51-60,2012,10,2012-10,0,Budget Browsers,1,1,0.7531865360709065,Meat Products,11.45,0.5725
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,74,302,11,27.454545454545453,3,1,1,608,302,8,0.0180623973727422,70+,2012,10,2012-10,2,Family-Oriented Regular Customers,0,1,0.8474852716707119,No strong recommendation,0.0,0.0
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,80,1196,17,70.3529411764706,2,0,0,494,1196,4,0.03434343434343434,70+,2013,2,2013-02,2,Family-Oriented Regular Customers,0,1,0.5512135902364672,Meat Products,143.45000000000005,7.172500000000003
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,75,65,5,13.0,3,1,0,304,65,55,0.01639344262295082,70+,2013,8,2013-08,0,Budget Browsers,0,0,0.24761224099821622,Fruits,0.15,0.0075
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,56,913,23,39.69565217391305,3,1,0,180,913,37,0.1270718232044199,51-60,2013,12,2013-12,2,Family-Oriented Regular Customers,0,0,0.05409639391472774,Wines,230.39999999999998,11.52
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,50,81,6,13.5,3,1,0,300,81,76,0.019933554817275746,41-50,2013,9,2013-09,0,Budget Browsers,0,0,0.043505892876206036,Wines,21.7,1.085
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,53,67,5,13.4,2,1,0,138,67,99,0.03597122302158273,51-60,2014,2,2014-02,0,Budget Browsers,0,0,0.028584881277602968,Meat Products,2.9499999999999993,0.14749999999999996
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,83,902,22,41.0,1,0,2,513,902,53,0.042801556420233464,70+,2013,2,2013-02,1,High-Value Loyalists,1,1,0.9523398878066227,Meat Products,62.25,3.1125000000000003
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,46,1395,19,73.42105263157895,3,1,0,426,1395,3,0.04449648711943794,41-50,2013,4,2013-04,2,Family-Oriented Regular Customers,0,0,0.31316994218351285,Wines,60.80000000000001,3.040000000000001
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,41,53,5,10.6,3,1,0,474,53,88,0.010526315789473684,41-50,2013,3,2013-03,0,Budget Browsers,0,0,0.11786657553488407,Wines,3.3000000000000007,0.16500000000000004
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,69,22,3,7.333333333333333,3,1,0,552,22,4,0.0054249547920434,61-70,2012,12,2012-12,0,Budget Browsers,0,1,0.5896474391915222,Meat Products,0.5999999999999996,0.029999999999999985
7281,1959,PhD,Single,51381.5,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,67,186,8,23.25,1,0,0,236,186,80,0.03375527426160337,61-70,2013,11,2013-11,0,Budget Browsers,0,0,0.08240239716466986,Sweet Products,0.7999999999999998,0.039999999999999994
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,51,31,5,6.2,3,1,0,270,31,19,0.01845018450184502,51-60,2013,10,2013-10,0,Budget Browsers,0,0,0.25600570332575934,Wines,5.6,0.27999999999999997
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,50,984,15,65.6,1,0,0,1,984,72,7.5,41-50,2014,6,2014-06,1,High-Value Loyalists,0,0,0.04359697225500325,Wines,181.60000000000002,9.080000000000002
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,30,122,7,17.428571428571427,2,0,1,597,122,24,0.011705685618729096,30-40,2012,11,2012-11,0,Budget Browsers,0,1,0.6137074764397222,Wines,21.75,1.0875000000000001
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,58,55,4,13.75,3,1,0,401,55,92,0.009950248756218905,51-60,2013,5,2013-05,0,Budget Browsers,0,0,0.06567185090045566,Fish Products,0.10000000000000009,0.0050000000000000044
7244,1951,Graduation,Single,51381.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,75,124,7,17.714285714285715,4,1,0,179,124,96,0.03888888888888889,70+,2014,1,2014-01,0,Budget Browsers,0,0,0.029180979820064422,No strong recommendation,0.0,0.0
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,72,1319,19,69.42105263157895,4,1,0,598,1319,39,0.03171953255425709,70+,2012,11,2012-11,2,Family-Oriented Regular Customers,0,1,0.5702008375197201,Wines,273.0999999999999,13.654999999999996
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,69,507,16,31.6875,2,1,0,48,507,29,0.32653061224489793,61-70,2014,5,2014-05,2,Family-Oriented Regular Customers,0,0,0.053926298612747336,Sweet Products,33.25,1.6625
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,62,1693,28,60.464285714285715,2,0,0,687,1693,2,0.040697674418604654,61-70,2012,8,2012-08,1,High-Value Loyalists,0,1,0.9008558330413512,Fish Products,25.0,1.25
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,49,72,5,14.4,2,1,0,543,72,54,0.009191176470588236,41-50,2013,1,2013-01,0,Budget Browsers,0,0,0.4835452529532349,Wines,10.399999999999999,0.5199999999999999
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,49,1617,20,80.85,1,0,3,22,1617,54,0.8695652173913043,41-50,2014,6,2014-06,1,High-Value Loyalists,2,1,0.6790143601383396,Wines,120.35000000000002,6.017500000000002
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,48,606,16,37.875,4,1,0,382,606,57,0.04177545691906005,41-50,2013,6,2013-06,2,Family-Oriented Regular Customers,0,0,0.03653834615432579,Gold Products,27.5,1.375
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,71,1957,26,75.26923076923077,2,0,2,587,1957,55,0.04421768707482993,70+,2012,11,2012-11,1,High-Value Loyalists,1,1,0.7542505995650918,No strong recommendation,0.0,0.0
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,60,1093,20,54.65,1,0,1,453,1093,30,0.04405286343612335,51-60,2013,4,2013-04,1,High-Value Loyalists,0,1,0.6737206956970423,Wines,154.64999999999998,7.732499999999999
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,38,29,5,5.8,2,1,0,62,29,31,0.07936507936507936,30-40,2014,4,2014-04,0,Budget Browsers,0,0,0.10193543200579241,Fruits,0.2,0.010000000000000002
8557,1982,Graduation,Single,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,44,46,5,9.2,2,1,0,377,46,57,0.013227513227513227,41-50,2013,6,2013-06,0,Budget Browsers,0,0,0.23142394068146332,Wines,1.25,0.0625
8375,1968,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,58,518,16,32.375,3,1,0,118,518,63,0.13445378151260504,51-60,2014,3,2014-03,2,Family-Oriented Regular Customers,0,0,0.038451467108361705,Meat Products,23.35,1.1675000000000002
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,44,1438,20,71.9,1,0,3,360,1438,12,0.055401662049861494,41-50,2013,7,2013-07,1,High-Value Loyalists,2,1,0.9810306816255072,Wines,196.89999999999998,9.844999999999999
3076,1975,Graduation,Together,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,51,612,18,34.0,4,1,0,660,612,18,0.02723146747352496,51-60,2012,9,2012-09,2,Family-Oriented Regular Customers,0,0,0.29192229060566155,Wines,13.699999999999989,0.6849999999999995
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,74,884,20,44.2,2,1,0,496,884,26,0.04024144869215292,70+,2013,2,2013-02,2,Family-Oriented Regular Customers,0,0,0.4860753467641697,Wines,78.95000000000005,3.9475000000000025
6518,1951,PhD,Widow,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,75,606,18,33.666666666666664,2,1,0,383,606,8,0.046875,70+,2013,6,2013-06,2,Family-Oriented Regular Customers,0,1,0.6771496479932274,Fish Products,4.85,0.2425
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,78,1076,15,71.73333333333333,2,0,0,205,1076,29,0.07281553398058252,70+,2013,12,2013-12,1,High-Value Loyalists,0,0,0.23117653558964416,Meat Products,105.14999999999998,5.257499999999999
8082,1971,Graduation,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,55,34,4,8.5,3,1,1,404,34,75,0.009876543209876543,51-60,2013,5,2013-05,0,Budget Browsers,0,0,0.09369833389108113,Wines,10.8,0.54
1386,1967,Graduation,Together,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,59,11,3,3.6666666666666665,4,1,0,49,11,0,0.06,51-60,2014,5,2014-05,0,Budget Browsers,0,0,0.16023166324476718,Wines,3.0,0.15000000000000002
9369,1979,2n Cycle,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,47,1274,31,41.096774193548384,2,1,3,102,1274,19,0.30097087378640774,41-50,2014,3,2014-03,1,High-Value Loyalists,2,1,0.8976110359536816,Sweet Products,9.100000000000001,0.45500000000000007
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,68,653,17,38.411764705882355,3,1,0,275,653,4,0.06159420289855073,61-70,2013,9,2013-09,2,Family-Oriented Regular Customers,0,0,0.11687833889494538,Wines,75.80000000000001,3.790000000000001
1357,1970,Graduation,Together,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,56,1562,12,130.16666666666666,5,1,0,447,1562,90,0.026785714285714284,51-60,2013,4,2013-04,2,Family-Oriented Regular Customers,0,0,0.03132561670951491,Wines,118.5,5.925000000000001
1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,72,1253,18,69.61111111111111,2,0,0,656,1253,1,0.0273972602739726,70+,2012,9,2012-09,1,High-Value Loyalists,0,1,0.896889814032758,Gold Products,22.1,1.1050000000000002
10629,1973,2n Cycle,Married,51381.5,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,53,109,6,18.166666666666668,3,1,0,653,109,25,0.009174311926605505,51-60,2012,9,2012-09,0,Budget Browsers,0,1,0.5797099693312219,No strong recommendation,0.0,0.0
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,67,863,26,33.19230769230769,3,1,0,469,863,29,0.05531914893617021,61-70,2013,3,2013-03,2,Family-Oriented Regular Customers,0,0,0.19941558166662124,Fish Products,45.150000000000006,2.2575000000000003
8132,1975,PhD,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,51,661,19,34.78947368421053,4,1,1,450,661,88,0.04212860310421286,51-60,2013,4,2013-04,2,Family-Oriented Regular Customers,1,0,0.25842582287832705,Fish Products,4.7,0.23500000000000001
1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,74,65,7,9.285714285714286,2,0,0,60,65,58,0.11475409836065574,70+,2014,4,2014-04,0,Budget Browsers,0,0,0.015225640966352386,Gold Products,0.75,0.037500000000000006
5846,1977,Graduation,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,49,13,3,4.333333333333333,2,1,0,557,13,68,0.005376344086021506,41-50,2012,12,2012-12,0,Budget Browsers,0,0,0.34228536119629815,Wines,3.8499999999999996,0.1925
1859,1972,Master,Married,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,54,1890,18,105.0,2,0,1,671,1890,34,0.026785714285714284,51-60,2012,8,2012-08,1,High-Value Loyalists,0,1,0.8507653262543372,Sweet Products,24.450000000000003,1.2225000000000001
7503,1976,Graduation,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,50,2209,22,100.4090909090909,1,0,2,625,2209,40,0.03514376996805112,41-50,2012,10,2012-10,1,High-Value Loyalists,1,1,0.9688412102909004,No strong recommendation,0.0,0.0
10401,1976,2n Cycle,Together,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,50,18,3,6.0,2,0,0,298,18,12,0.010033444816053512,41-50,2013,9,2013-09,0,Budget Browsers,0,0,0.15495467269625546,Wines,8.9,0.44500000000000006
1618,1965,Graduation,Together,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,61,692,19,36.421052631578945,2,0,2,543,692,9,0.034926470588235295,61-70,2013,1,2013-01,1,High-Value Loyalists,1,1,0.9496517169084133,Meat Products,6.5,0.325
3332,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,41,165,8,20.625,2,1,0,669,165,87,0.011940298507462687,41-50,2012,8,2012-08,0,Budget Browsers,0,0,0.39315131859162145,No strong recommendation,0.0,0.0
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,57,16,3,5.333333333333333,3,1,0,371,16,5,0.008064516129032258,51-60,2013,6,2013-06,0,Budget Browsers,0,0,0.4868000350221696,Wines,4.449999999999999,0.22249999999999998
5346,1973,2n Cycle,Married,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,53,79,6,13.166666666666666,3,1,0,361,79,87,0.016574585635359115,51-60,2013,7,2013-07,0,Budget Browsers,0,0,0.04033957298148915,Sweet Products,1.05,0.052500000000000005
